node_id,lat,lon,hospital_name,hospital_capacity,hospital_specialties,hospital_emergency
268360742,42.6128447,-5.5841618,,0,,False
268360745,42.6129804,-5.5842294,,0,,False
268360870,42.6026213,-5.5885249,,0,,False
268360876,42.6019235,-5.5907975,,0,,False
268360879,42.6022239,-5.59174,,0,,False
268360903,42.6016172,-5.5916045,,0,,False
268360906,42.6014012,-5.5915276,,0,,False
268360922,42.6007549,-5.5912873,,0,,False
268360952,42.5995502,-5.5884926,,0,,False
268360962,42.5996649,-5.5883521,,0,,False
268360967,42.6003666,-5.5891071,,0,,False
268360981,42.6011497,-5.5899618,,0,,False
268361000,42.6008117,-5.5913082,,0,,False
272648030,42.5804147,-5.5512013,,0,,False
272648036,42.5826653,-5.5559647,,0,,False
272648054,42.5861454,-5.5535962,,0,,False
272648056,42.5872408,-5.5546814,,0,,False
272648062,42.5864098,-5.5537214,,0,,False
272648064,42.5862749,-5.5525171,,0,,False
272648074,42.5863287,-5.5534644,,0,,False
272653885,42.6139767,-5.589616,,0,,False
272653888,42.614112,-5.5894556,,0,,False
272653909,42.6130181,-5.5884011,,0,,False
272653911,42.6136359,-5.5865384,,0,,False
272653915,42.6084607,-5.5855533,,0,,False
272653918,42.608309,-5.5855068,,0,,False
272653920,42.6081745,-5.5851692,,0,,False
272653923,42.6081974,-5.585043,,0,,False
272653930,42.6087077,-5.5852144,,0,,False
272653932,42.601899,-5.5797386,,0,,False
272653939,42.6021218,-5.579986,,0,,False
272653944,42.6022679,-5.5799235,,0,,False
272653951,42.6043449,-5.5801389,,0,,False
272653953,42.6042526,-5.5803328,,0,,False
272653955,42.6045264,-5.5801306,,0,,False
272653958,42.6046346,-5.5803839,,0,,False
272653963,42.6045068,-5.5806067,,0,,False
272653984,42.6094854,-5.5862046,,0,,False
272654007,42.6045277,-5.5805997,,0,,False
272654023,42.6030097,-5.5796372,,0,,False
272654038,42.6070242,-5.5839343,,0,,False
272654054,42.6102537,-5.5860679,,0,,False
272654061,42.5875765,-5.5727988,,0,,False
272654069,42.5874213,-5.5719504,,0,,False
288560413,42.6082976,-5.5909925,,0,,False
288560422,42.6048693,-5.5873686,,0,,False
288560424,42.6037309,-5.5861229,,0,,False
288560431,42.6018373,-5.5847703,,0,,False
288560569,42.6003997,-5.5836496,,0,,False
288560573,42.5979988,-5.5817219,,0,,False
288560659,42.5871533,-5.5754037,,0,,False
288560865,42.5754616,-5.5557178,,0,,False
288560999,42.5712116,-5.5470609,,0,,False
288561094,42.5718543,-5.5416417,,0,,False
288562487,42.572146,-5.5419213,,0,,False
288562551,42.5721367,-5.5480117,,0,,False
288562888,42.596823,-5.5806628,,0,,False
288567493,42.586794,-5.5756206,,0,,False
288567494,42.5866539,-5.5755299,,0,,False
288567502,42.5867668,-5.5752137,,0,,False
288567505,42.5868907,-5.5752737,,0,,False
288567511,42.5853826,-5.5748852,,0,,False
288567514,42.5852077,-5.5747428,,0,,False
288567516,42.5851985,-5.5746234,,0,,False
288567527,42.5853283,-5.5744401,,0,,False
288567537,42.5802249,-5.5725777,,0,,False
288567538,42.5799842,-5.5724786,,0,,False
288567543,42.5798975,-5.5720526,,0,,False
288567620,42.5804531,-5.5720116,,0,,False
288567622,42.5869157,-5.5755059,,0,,False
288567623,42.5866338,-5.575372,,0,,False
288567624,42.5855201,-5.5747357,,0,,False
288567626,42.5855165,-5.5745713,,0,,False
288567784,42.5804545,-5.5723467,,0,,False
