edge_id,origin_id,destination_id,key,street_name,highway_type,length_m,lanes,maxspeed_kmh,oneway,base_time_min,base_risk,surface_quality,has_coverage,origin_lat,origin_lon,destination_lat,destination_lon
1,31432048,1198689246,0,Avenida de Portugal,trunk,658.33,2,50,True,0.79,0.15,0.85,True,42.5840395,-5.5955523,42.58481,-5.5875797
2,35317211,267837959,0,,trunk_link,710.21,1,70,True,0.6087,0.25,0.85,True,42.6201373,-5.5834189,42.6196276,-5.5805822
3,35317211,11179451718,0,Carretera Gijón a Puerto de Sevilla,trunk,299.01,2,80,False,0.2243,0.15,0.85,True,42.6201373,-5.5834189,42.6179876,-5.581224
4,35317211,267838089,0,Carretera Gijón a Puerto de Sevilla,trunk,276.92,2,80,False,0.2077,0.15,0.85,True,42.6201373,-5.5834189,42.6221423,-5.5854264
5,35317213,11179451718,0,Carretera Gijón a Puerto de Sevilla,trunk,82.14,2,80,False,0.0616,0.15,0.85,True,42.6173934,-5.5806276,42.6179876,-5.581224
6,35317213,11214160174,0,Carretera Gijón a Puerto de Sevilla,trunk,281.53,2,80,False,0.2111,0.15,0.85,True,42.6173934,-5.5806276,42.6153488,-5.5785995
7,35317217,417962928,0,Carretera Asturias,primary,4.77,2,30,False,0.0095,0.3,0.85,True,42.6134295,-5.5777877,42.613388,-5.5777729
8,35317217,945286452,0,Carretera Asturias,primary,31.13,2,30,False,0.0623,0.3,0.85,True,42.6134295,-5.5777877,42.6137021,-5.5778742
9,35317217,722618559,0,Calle Ponjos,residential,98.99,1,30,False,0.198,0.6,0.85,True,42.6134295,-5.5777877,42.6135832,-5.5789792
10,48404653,13030496310,0,Carretera de Zamora,primary,41.31,2,50,True,0.0496,0.3,0.85,True,42.55549,-5.5828525,42.5558317,-5.5826545
11,48404653,13030488296,0,,primary,20.43,2,50,True,0.0245,0.3,0.85,True,42.55549,-5.5828525,42.5555862,-5.5830574
12,48515621,1770469364,0,Avenida de Los Antibióticos,primary,14.92,1,30,True,0.0298,0.3,0.85,True,42.5644368,-5.582117,42.5645706,-5.5821306
13,48515621,1770469301,0,Calle las Escuelas,residential,143.96,1,30,False,0.2879,0.6,0.85,True,42.5644368,-5.582117,42.5636124,-5.5807625
14,48515623,48515627,0,Avenida de Los Antibióticos,primary,93.32,1,30,True,0.1866,0.3,0.85,True,42.5654441,-5.5822268,42.5662817,-5.5822961
15,48515627,1770469455,0,,primary_link,19.51,1,30,True,0.039,0.3,0.85,True,42.5662817,-5.5822961,42.5661205,-5.5823781
16,48515627,1770469509,0,Avenida de Los Antibióticos,primary,120.3,1,30,True,0.2406,0.3,0.85,True,42.5662817,-5.5822961,42.5673606,-5.5824048
17,48515634,1723319808,0,Avenida de Los Antibióticos,primary,32.56,2,50,False,0.0391,0.3,0.85,True,42.5760913,-5.5833114,42.5763833,-5.5833405
18,48515634,945718058,0,Avenida de Los Antibióticos,primary,506.02,2,50,False,0.6072,0.3,0.85,True,42.5760913,-5.5833114,42.5715527,-5.5828622
19,48515646,248595214,0,Ronda Sur de León,motorway,1109.48,2,120,True,0.5547,0.1,0.85,True,42.5690651,-5.582768,42.5713559,-5.5697231
20,48515686,288560865,0,Ronda Sur de León,motorway,1098.28,2,100,True,0.659,0.1,0.85,True,42.571455,-5.5676936,42.5754616,-5.5557178
21,48515894,48515646,0,,motorway_link,136.2,1,80,True,0.1022,0.2,0.85,True,42.5683443,-5.5827471,42.5690651,-5.582768
22,48515949,1770469617,0,,motorway_link,34.79,1,40,True,0.0522,0.2,0.85,True,42.5699747,-5.5829926,42.5697466,-5.5827325
23,48515949,1770469626,0,,motorway_link,21.95,1,80,True,0.0165,0.2,0.85,True,42.5699747,-5.5829926,42.5700819,-5.582775
24,114180734,268327542,0,,trunk,1339.65,2,70,True,1.1483,0.15,0.85,True,42.5897882,-5.5542477,42.6014576,-5.5509946
25,114180763,114180776,0,,trunk,1048.66,2,70,True,0.8988,0.15,0.85,True,42.6072634,-5.551171,42.6156542,-5.5567931
26,114180813,267838089,0,,trunk_link,608.52,1,80,True,0.4564,0.25,0.85,True,42.6197728,-5.5792681,42.6221423,-5.5854264
27,114180813,35317213,0,,trunk_link,882.55,1,40,True,1.3238,0.25,0.85,True,42.6197728,-5.5792681,42.6173934,-5.5806276
28,129850323,583218696,0,Plaza de Santo Domingo,secondary,9.06,2,30,True,0.0181,0.4,0.85,True,42.5979094,-5.5719003,42.5979386,-5.571797
29,129850332,593594450,0,Plaza de la Inmaculada,tertiary,13.52,3,30,True,0.027,0.5,0.85,True,42.5991998,-5.5760991,42.5991509,-5.5759479
30,129850332,4880580299,0,Avenida de Roma,tertiary,27.55,2,30,True,0.0551,0.5,0.85,True,42.5991998,-5.5760991,42.5989628,-5.576176
31,129850342,568072587,0,Plaza de la Inmaculada,tertiary,51.2,3,30,True,0.1024,0.5,0.85,True,42.5996388,-5.5754409,42.5997999,-5.5759768
32,129850361,129850332,0,Plaza de la Inmaculada,tertiary,18.48,3,30,True,0.037,0.5,0.85,True,42.599323,-5.576248,42.5991998,-5.5760991
33,129850371,11732266505,0,Avenida de Ordoño II,living_street,210.55,1,10,False,1.2633,0.7,0.85,True,42.5964326,-5.5775734,42.5970475,-5.5751406
34,129850371,129850415,0,Glorieta de Guzmán el Bueno,primary,22.53,3,30,True,0.0451,0.3,0.85,True,42.5964326,-5.5775734,42.5965833,-5.5777415
35,129850381,1076816796,0,Glorieta de Guzmán el Bueno,primary,27.44,3,30,True,0.0549,0.3,0.85,True,42.5965252,-5.5781705,42.5963554,-5.578387
36,129850400,295182016,0,Paseo de Papalaguinda,residential,1005.74,2,30,False,2.0115,0.6,0.85,True,42.5961221,-5.5781888,42.5878195,-5.5733457
37,129850400,1313935130,0,Glorieta de Guzmán el Bueno,primary,13.16,3,30,True,0.0263,0.3,0.85,True,42.5961221,-5.5781888,42.5961166,-5.5780292
38,129850405,129850410,0,Glorieta de Guzmán el Bueno,primary,15.53,3,30,True,0.0311,0.3,0.85,True,42.5962107,-5.5777124,42.5963128,-5.5775884
39,129850410,268317343,0,Avenida República Argentina,tertiary,115.79,2,30,True,0.2316,0.5,0.85,True,42.5963128,-5.5775884,42.5958708,-5.5763086
40,129850410,129850371,0,Glorieta de Guzmán el Bueno,primary,13.54,3,30,True,0.0271,0.3,0.85,True,42.5963128,-5.5775884,42.5964326,-5.5775734
41,129850415,413679732,0,Glorieta de Guzmán el Bueno,primary,11.38,3,30,True,0.0228,0.3,0.85,True,42.5965833,-5.5777415,42.5965986,-5.5778778
42,129850424,5318799958,0,Plaza Jardín de San Francisco,secondary,3.8,2,30,True,0.0076,0.4,0.85,True,42.5939486,-5.5705407,42.5939828,-5.570541
43,129850424,4807841860,0,Plaza Jardín de San Francisco,primary,24.35,2,30,True,0.0487,0.3,0.85,True,42.5939486,-5.5705407,42.5939736,-5.5708353
44,129850454,129850654,0,Avenida Independencia,secondary,8.62,3,30,False,0.0172,0.4,0.85,True,42.5968902,-5.5716165,42.5968224,-5.5715654
45,129850454,583218684,0,Avenida Independencia,secondary,67.95,3,30,False,0.1359,0.4,0.85,True,42.5968902,-5.5716165,42.5974348,-5.5719931
46,129850480,268317334,0,Avenida de Lancia,primary,7.44,2,30,True,0.0149,0.3,0.85,True,42.593931,-5.5743067,42.5938827,-5.5743675
47,129850487,312254917,0,Calle Villa Benavente,residential,118.53,1,30,True,0.2371,0.6,0.85,True,42.5939329,-5.5741058,42.5949054,-5.5735129
48,129850487,129850480,0,Avenida de Lancia,primary,16.81,2,30,True,0.0336,0.3,0.85,True,42.5939329,-5.5741058,42.593931,-5.5743067
49,129850502,582067285,0,Avenida de Lancia,primary,149.26,2,30,True,0.2985,0.3,0.85,True,42.5937491,-5.5740962,42.5938278,-5.5722761
50,129850502,582067280,0,Avenida de Lancia,primary,16.33,2,30,True,0.0327,0.3,0.85,True,42.5937491,-5.5740962,42.5938767,-5.5740319
51,129850521,272654061,0,Avenida de la Facultad de Veterinaria,primary,23.42,2,30,True,0.0468,0.3,0.85,True,42.5877139,-5.5730007,42.5875765,-5.5727988
52,129850521,295182016,0,Avenida de la Facultad de Veterinaria,residential,31.56,1,30,True,0.0631,0.6,0.85,True,42.5877139,-5.5730007,42.5878195,-5.5733457
53,129850527,7101464916,0,Avenida de la Facultad de Veterinaria,primary,26.27,2,30,True,0.0525,0.3,0.85,True,42.5935654,-5.5765046,42.5933579,-5.5763512
54,129850548,7101773806,0,Avenida de Ordoño II,living_street,4.26,1,10,False,0.0255,0.7,0.85,True,42.5977881,-5.5722097,42.5977978,-5.5721594
55,129850548,312254951,0,Avenida de Ordoño II,living_street,138.2,1,10,False,0.8292,0.7,0.85,True,42.5977881,-5.5722097,42.5973847,-5.5738067
56,129850548,7101773804,0,,secondary,5.55,1,30,True,0.0111,0.4,0.85,True,42.5977881,-5.5722097,42.597741,-5.5721877
57,129850561,595223223,0,Avenida Independencia,secondary,37.08,2,30,True,0.0742,0.4,0.85,True,42.5959882,-5.5710642,42.5963011,-5.5712204
58,129850605,4807841912,0,Calle la Corredera,secondary,5.16,2,30,True,0.0103,0.4,0.85,True,42.5894565,-5.571614,42.5895024,-5.5716043
59,129850605,295181991,0,Calle Bernardino de Sahagún,residential,106.87,1,30,False,0.2137,0.6,0.85,True,42.5894565,-5.571614,42.5890621,-5.5728043
60,129850611,1313935178,0,Avenida de la Facultad de Veterinaria,primary,72.44,2,30,False,0.1449,0.3,0.85,True,42.5887978,-5.5736422,42.5882011,-5.573287
61,129850611,295181991,0,Calle Bernardino de Sahagún,residential,74.64,1,30,False,0.1493,0.6,0.85,True,42.5887978,-5.5736422,42.5890621,-5.5728043
62,129850611,593652558,0,Avenida de la Facultad de Veterinaria,primary,153.53,2,30,False,0.3071,0.3,0.85,True,42.5887978,-5.5736422,42.5900624,-5.574395
63,129850654,129850454,0,Avenida Independencia,secondary,8.62,3,30,False,0.0172,0.4,0.85,True,42.5968224,-5.5715654,42.5968902,-5.5716165
64,129850654,4880580318,0,Calle de Santa Nonia,secondary,37.99,2,30,True,0.076,0.4,0.85,True,42.5968224,-5.5715654,42.5964854,-5.571621
65,129850663,413679740,0,Gran Vía de San Marcos,tertiary,9.14,1,30,False,0.0183,0.5,0.85,True,42.6013504,-5.5809388,42.6012811,-5.5808787
66,129850663,4880580248,0,Plaza de San Marcos | Paseo Condesa de Sagasta,primary,151.36,2,30,True,0.3027,0.3,0.85,True,42.6013504,-5.5809388,42.600385,-5.5814315
67,129850675,3451792132,0,Calle Renueva,tertiary,17.01,1,30,False,0.034,0.5,0.85,True,42.6018294,-5.5750922,42.6018546,-5.5748885
68,129850675,299835351,0,Avenida del Padre Isla,secondary,70.76,3,30,False,0.1415,0.4,0.85,True,42.6018294,-5.5750922,42.6012953,-5.5746225
69,129850675,11756704598,0,Avenida del Padre Isla,secondary,115.66,2,30,True,0.2313,0.4,0.85,True,42.6018294,-5.5750922,42.6026988,-5.5758672
70,129850675,593594595,0,Avenida Suero de Quiñones,tertiary,80.78,2,30,False,0.1616,0.5,0.85,True,42.6018294,-5.5750922,42.6017913,-5.5760695
71,129850680,7101738444,0,Avenida del Padre Isla,secondary,19.78,2,30,True,0.0396,0.4,0.85,True,42.6046247,-5.5775683,42.6047773,-5.5776926
72,129850680,7101738438,0,Avenida Álvaro López Núñez,secondary,33.6,2,30,True,0.0672,0.4,0.85,True,42.6046247,-5.5775683,42.6045638,-5.5771662
73,129850692,817983155,0,Calle Renueva,tertiary,74.95,1,30,True,0.1499,0.5,0.85,True,42.6018112,-5.5720491,42.6018443,-5.5729634
74,129850692,599694915,0,Avenida de Ramón y Cajal,secondary,142.49,2,30,True,0.285,0.4,0.85,True,42.6018112,-5.5720491,42.6005919,-5.5715314
75,129850696,11756704594,0,Avenida de Ramón y Cajal,secondary,55.93,2,30,True,0.1119,0.4,0.85,True,42.6026413,-5.5718478,42.6021456,-5.5719618
76,129850699,299835351,0,Avenida del Padre Isla,secondary,145.08,2,30,True,0.2902,0.4,0.85,True,42.6002182,-5.5736223,42.6012953,-5.5746225
77,129850699,594795543,0,Calle Julio del Campo,residential,117.94,1,30,True,0.2359,0.6,0.85,True,42.6002182,-5.5736223,42.5997852,-5.5749377
78,248595075,945482521,0,Ronda Sur de León,motorway,368.94,3,120,True,0.1845,0.1,0.85,True,42.5674765,-5.5886553,42.5687328,-5.5844885
79,248595177,945482370,0,Ronda Sur de León,motorway,943.2,2,100,True,0.5659,0.1,0.85,True,42.5715163,-5.5712315,42.5692815,-5.5822643
80,248595182,248595177,0,Ronda Sur de León,motorway,317.0,2,100,True,0.1902,0.1,0.85,True,42.5716176,-5.5673721,42.5715163,-5.5712315
81,248595182,248595259,0,,motorway_link,177.39,1,60,True,0.1774,0.2,0.85,True,42.5716176,-5.5673721,42.572333,-5.5681179
82,248595198,248595203,0,,trunk,186.26,1,50,True,0.2235,0.15,0.85,True,42.5723022,-5.5680099,42.5707544,-5.5673386
83,248595198,248595248,0,,trunk,34.14,2,40,True,0.0512,0.15,0.85,True,42.5723022,-5.5680099,42.5724469,-5.5676801
84,248595203,1770830586,0,,trunk,11.17,2,40,True,0.0168,0.15,0.85,True,42.5707544,-5.5673386,42.5706769,-5.5674244
85,248595204,248595237,0,,motorway_link,20.51,1,80,True,0.0154,0.2,0.85,True,42.5706277,-5.5677054,42.5705751,-5.5674653
86,248595204,248595219,0,,motorway_link,56.41,1,40,False,0.0846,0.2,0.85,True,42.5706277,-5.5677054,42.5708085,-5.568331
87,248595214,248595219,0,,motorway_link,134.66,1,80,True,0.101,0.2,0.85,True,42.5713559,-5.5697231,42.5708085,-5.568331
88,248595214,48515686,0,Ronda Sur de León,motorway,166.6,2,100,True,0.1,0.1,0.85,True,42.5713559,-5.5697231,42.571455,-5.5676936
89,248595219,48515686,0,,motorway_link,107.14,1,40,True,0.1607,0.2,0.85,True,42.5708085,-5.568331,42.571455,-5.5676936
90,248595219,248595204,0,,motorway_link,56.41,1,40,False,0.0846,0.2,0.85,True,42.5708085,-5.568331,42.5706277,-5.5677054
91,248595237,248595240,0,,trunk,53.55,2,40,True,0.0803,0.15,0.85,True,42.5705751,-5.5674653,42.5702964,-5.5670434
92,248595240,2065340513,0,Acceso Sur a León,trunk,1109.73,2,70,True,0.9512,0.15,0.85,True,42.5702964,-5.5670434,42.5606872,-5.5655354
93,248595240,1770830581,0,,trunk,31.18,2,40,True,0.0468,0.15,0.85,True,42.5702964,-5.5670434,42.5704748,-5.566772
94,248595248,248595252,0,,trunk,41.28,2,40,True,0.0619,0.15,0.85,True,42.5724469,-5.5676801,42.572732,-5.5679065
95,248595252,288567874,0,Prolongación Ingeniero Sáenz de Miera,primary,881.74,2,50,True,1.0581,0.3,0.85,True,42.572732,-5.5679065,42.5800953,-5.5717922
96,248595252,248595254,0,,trunk,21.28,2,40,True,0.0319,0.15,0.85,True,42.572732,-5.5679065,42.5726834,-5.5681515
97,248595254,248595257,0,,trunk,26.76,2,40,True,0.0401,0.15,0.85,True,42.5726834,-5.5681515,42.5724627,-5.5682449
98,248595257,248595259,0,,trunk,18.14,2,40,True,0.0272,0.15,0.85,True,42.5724627,-5.5682449,42.572333,-5.5681179
99,248595257,248595177,0,,motorway_link,294.34,1,70,True,0.2523,0.2,0.85,True,42.5724627,-5.5682449,42.5715163,-5.5712315
100,248595259,248595198,0,,trunk,9.54,2,40,True,0.0143,0.15,0.85,True,42.572333,-5.5681179,42.5723022,-5.5680099
101,255649089,413671555,0,Carretera León - La Bañeza,primary,87.75,2,50,False,0.1053,0.3,0.85,True,42.5544419,-5.5841098,42.55517,-5.5836967
102,255649089,771248504,0,Calle los Palomares,residential,124.62,1,30,False,0.2492,0.6,0.85,True,42.5544419,-5.5841098,42.5554887,-5.584555
103,257426432,6975247228,0,,tertiary,33.21,2,40,True,0.0498,0.5,0.85,True,42.6112467,-5.5539461,42.6110607,-5.5536386
104,257426432,1947925598,0,Calle la Serna,tertiary,35.71,1,30,True,0.0714,0.5,0.85,True,42.6112467,-5.5539461,42.6109476,-5.5540938
105,257426434,295399923,0,,trunk_link,505.48,1,70,True,0.4333,0.25,0.85,True,42.6110362,-5.5534626,42.6068572,-5.5512813
106,257426440,7723960850,0,Calle la Serna,tertiary,59.07,2,30,True,0.1181,0.5,0.85,True,42.6095146,-5.556057,42.6091115,-5.5565189
107,257426440,1947925598,0,Calle la Serna,tertiary,226.28,2,30,False,0.4526,0.5,0.85,True,42.6095146,-5.556057,42.6109476,-5.5540938
108,257426441,5251700371,0,Calle la Serna,tertiary,12.17,2,30,True,0.0243,0.5,0.85,True,42.6087897,-5.5565114,42.6088253,-5.5563731
109,257426442,9670045940,0,Calle la Serna,tertiary,38.89,1,30,False,0.0778,0.5,0.85,True,42.6076036,-5.5573518,42.6072846,-5.5575467
110,257426442,257426441,0,Calle la Serna,tertiary,149.22,1,30,True,0.2984,0.5,0.85,True,42.6076036,-5.5573518,42.6087897,-5.5565114
111,267837959,295196755,0,,trunk,374.45,2,70,True,0.321,0.15,0.85,True,42.6196276,-5.5805822,42.6199588,-5.5760526
112,267838089,35317211,0,Carretera Gijón a Puerto de Sevilla,trunk,276.92,2,80,False,0.2077,0.15,0.85,True,42.6221423,-5.5854264,42.6201373,-5.5834189
113,267840724,268308874,0,,motorway,164.47,2,70,True,0.141,0.1,0.85,True,42.5871539,-5.5542418,42.5880221,-5.5558085
114,267840724,114180734,0,,motorway_link,381.27,1,80,True,0.286,0.2,0.85,True,42.5871539,-5.5542418,42.5897882,-5.5542477
115,267841853,267841857,0,,primary,15.26,2,40,True,0.0229,0.3,0.85,True,42.6120093,-5.5775547,42.6119137,-5.577429
116,267841853,268360745,0,Calle Mártires de Somiedo,primary,608.47,2,50,True,0.7302,0.3,0.85,True,42.6120093,-5.5775547,42.6129804,-5.5842294
117,267841857,581887045,0,,primary,5.2,2,40,True,0.0078,0.3,0.85,True,42.6119137,-5.577429,42.6119047,-5.5773667
118,268308861,295206547,0,,trunk,36.38,3,100,True,0.0218,0.15,0.85,True,42.588466,-5.5565043,42.5882019,-5.55674
119,268308861,1393761649,0,Avenida de Europa,primary,587.01,2,50,True,0.7044,0.3,0.85,True,42.588466,-5.5565043,42.5908992,-5.5627588
120,268308866,268308867,0,,trunk,32.72,3,100,True,0.0196,0.15,0.85,True,42.588137,-5.5567466,42.5878768,-5.5565808
121,268308866,582679467,0,Avenida de Fernández Ladreda,trunk,314.08,2,100,True,0.1884,0.15,0.85,True,42.588137,-5.5567466,42.5876204,-5.5604134
122,268308867,268308871,0,,trunk,27.84,3,100,True,0.0167,0.15,0.85,True,42.5878768,-5.5565808,42.5877934,-5.5562664
123,268308871,272648056,0,,motorway,145.01,2,120,True,0.0725,0.1,0.85,True,42.5877934,-5.5562664,42.5872408,-5.5546814
124,268308871,268308874,0,,trunk,48.37,3,100,True,0.029,0.15,0.85,True,42.5877934,-5.5562664,42.5880221,-5.5558085
125,268308874,268308877,0,,trunk,21.92,3,100,True,0.0131,0.15,0.85,True,42.5880221,-5.5558085,42.5882158,-5.555782
126,268308877,268308878,0,,trunk,43.72,3,100,True,0.0262,0.15,0.85,True,42.5882158,-5.555782,42.588497,-5.5561165
127,268308877,114180734,0,,trunk,217.46,2,70,True,0.1864,0.15,0.85,True,42.5882158,-5.555782,42.5897882,-5.5542477
128,268308878,268308861,0,,trunk,32.84,3,100,True,0.0197,0.15,0.85,True,42.588497,-5.5561165,42.588466,-5.5565043
129,268308903,390043121,0,Calle Rollo Santa Ana,primary,52.72,2,30,True,0.1054,0.3,0.85,True,42.5912029,-5.5634418,42.591469,-5.5639748
130,268308905,11212645469,0,Avenida Alcalde Miguel Castaño,primary,8.28,4,30,False,0.0166,0.3,0.85,True,42.5919399,-5.5653973,42.5919726,-5.5654881
131,268308905,295181934,0,Avenida Alcalde Miguel Castaño,primary,101.41,3,30,True,0.2028,0.3,0.85,True,42.5919399,-5.5653973,42.5913683,-5.5644329
132,268317334,300608770,0,Calle Bernardo del Carpio,residential,112.74,1,30,True,0.2255,0.6,0.85,True,42.5938827,-5.5743675,42.5943043,-5.57562
133,268317334,582983210,0,Avenida de Lancia,primary,3.72,2,30,True,0.0074,0.3,0.85,True,42.5938827,-5.5743675,42.5938506,-5.5743798
134,268317340,1313935104,0,Avenida de la Facultad de Veterinaria,primary,96.23,2,30,False,0.1925,0.3,0.85,True,42.5948311,-5.5772339,42.5956233,-5.577707
135,268317340,4816580213,0,Avenida de la Facultad de Veterinaria,primary,26.78,2,30,False,0.0536,0.3,0.85,True,42.5948311,-5.5772339,42.5946105,-5.5771026
136,268317343,300608776,0,Avenida República Argentina,tertiary,128.68,2,30,True,0.2574,0.5,0.85,True,42.5958708,-5.5763086,42.5953794,-5.5748853
137,268317345,268317348,0,Calle Alfonso IX,residential,126.66,1,30,True,0.2533,0.6,0.85,True,42.5953206,-5.576673,42.5948228,-5.5752812
138,268317345,268317343,0,Calle Modesto Lafuente,residential,68.08,1,30,True,0.1362,0.6,0.85,True,42.5953206,-5.576673,42.5958708,-5.5763086
139,268317348,300608770,0,Calle Santisteban y Osorio,residential,63.98,1,30,True,0.128,0.6,0.85,True,42.5948228,-5.5752812,42.5943043,-5.57562
140,268327538,268327539,0,,trunk,25.17,2,40,True,0.0378,0.15,0.85,True,42.601755,-5.5516232,42.6015518,-5.5514971
141,268327538,268327552,0,Paseo de la Granja,primary,29.56,1,30,True,0.0591,0.3,0.85,True,42.601755,-5.5516232,42.6015629,-5.5518717
142,268327539,268327541,0,,trunk,12.24,2,40,True,0.0184,0.15,0.85,True,42.6015518,-5.5514971,42.6014841,-5.5513798
143,268327541,268327542,0,,trunk,32.53,2,40,True,0.0488,0.15,0.85,True,42.6014841,-5.5513798,42.6014576,-5.5509946
144,268327541,268308878,0,,trunk,1551.82,2,70,True,1.3301,0.15,0.85,True,42.6014841,-5.5513798,42.588497,-5.5561165
145,268327542,268327545,0,,trunk,37.97,2,40,True,0.057,0.15,0.85,True,42.6014576,-5.5509946,42.6016953,-5.5506854
146,268327545,268327546,0,,trunk,22.47,2,40,True,0.0337,0.15,0.85,True,42.6016953,-5.5506854,42.6018949,-5.5506876
147,268327549,268327551,0,,trunk,25.48,2,40,True,0.0382,0.15,0.85,True,42.602131,-5.5510114,42.6021202,-5.5513176
148,268327549,114180763,0,,trunk,571.6,2,70,True,0.4899,0.15,0.85,True,42.602131,-5.5510114,42.6072634,-5.551171
149,268327551,268327538,0,,trunk,51.14,2,40,True,0.0767,0.15,0.85,True,42.6021202,-5.5513176,42.601755,-5.5516232
150,268327552,5251700407,0,Paseo de la Granja,primary,112.97,2,30,False,0.2259,0.3,0.85,True,42.6015629,-5.5518717,42.6011994,-5.5531423
151,268327552,268327539,0,Paseo de la Granja,primary,30.91,1,30,True,0.0618,0.3,0.85,True,42.6015629,-5.5518717,42.6015518,-5.5514971
152,268327557,268327563,0,Paseo de la Granja,primary,27.72,1,30,True,0.0554,0.3,0.85,True,42.6005194,-5.556239,42.600517,-5.5565775
153,268327557,11756408246,0,Paseo de la Granja,primary,206.1,2,30,False,0.4122,0.3,0.85,True,42.6005194,-5.556239,42.6010115,-5.5538394
154,268327558,2333447519,0,Calle de Miguel Zaera,tertiary,11.07,1,30,True,0.0221,0.5,0.85,True,42.6005073,-5.5569684,42.6004715,-5.5570946
155,268327558,268327559,0,,primary,22.45,2,30,True,0.0449,0.3,0.85,True,42.6005073,-5.5569684,42.6003157,-5.5569949
156,268327559,268327560,0,,primary,16.19,2,30,True,0.0324,0.3,0.85,True,42.6003157,-5.5569949,42.6002206,-5.5568512
157,268327560,268327561,0,,primary,21.01,2,30,True,0.042,0.3,0.85,True,42.6002206,-5.5568512,42.600252,-5.5566081
158,268327560,600502456,0,Calle Núñez de Balboa,secondary,175.46,2,30,True,0.3509,0.4,0.85,True,42.6002206,-5.5568512,42.5986626,-5.5568683
159,268327561,268327562,0,,primary,15.44,2,30,True,0.0309,0.3,0.85,True,42.600252,-5.5566081,42.6003707,-5.556518
160,268327562,268327563,0,,primary,17.44,2,30,True,0.0349,0.3,0.85,True,42.6003707,-5.556518,42.600517,-5.5565775
161,268327562,268327557,0,Paseo de la Granja,primary,28.63,1,30,True,0.0573,0.3,0.85,True,42.6003707,-5.556518,42.6005194,-5.556239
162,268327563,268327564,0,,primary,6.11,2,30,True,0.0122,0.3,0.85,True,42.600517,-5.5565775,42.6005527,-5.5566343
163,268327564,268327586,0,,primary,20.43,2,30,True,0.0409,0.3,0.85,True,42.6005527,-5.5566343,42.6005633,-5.5568744
164,268327564,4796469650,0,Calle José María Suárez González,primary,213.05,2,50,True,0.2557,0.3,0.85,True,42.6005527,-5.5566343,42.6022457,-5.5577138
165,268327577,810337315,0,Avenida Príncipe de Asturias,primary,106.55,2,50,True,0.1279,0.3,0.85,True,42.6036615,-5.5610416,42.6032009,-5.5599201
166,268327578,268327577,0,Avenida Príncipe de Asturias,primary,146.82,2,50,True,0.1762,0.3,0.85,True,42.6034411,-5.5627535,42.6036615,-5.5610416
167,268327578,268329795,0,Rotonda Palomera Centro,primary,53.78,2,50,True,0.0645,0.3,0.85,True,42.6034411,-5.5627535,42.6038616,-5.5625955
168,268327586,268327558,0,,primary,9.97,2,30,True,0.0199,0.3,0.85,True,42.6005633,-5.5568744,42.6005073,-5.5569684
169,268327589,600440934,0,Calle José María Suárez González,primary,123.64,2,50,True,0.1484,0.3,0.85,True,42.6031506,-5.5598083,42.6025572,-5.5585322
170,268327589,810337309,0,Calle la Serna,primary,9.07,2,30,True,0.0181,0.3,0.85,True,42.6031506,-5.5598083,42.6032173,-5.5597602
171,268329771,11197287271,0,Avenida de la Universidad,primary,224.57,2,50,True,0.2695,0.3,0.85,True,42.6038971,-5.5626617,42.6058773,-5.5629428
172,268329771,5286932239,0,Rotonda Palomera Centro,primary,37.12,2,50,True,0.0445,0.3,0.85,True,42.6038971,-5.5626617,42.6037908,-5.5630542
173,268329783,295205900,0,Avenida Príncipe de Asturias,residential,98.96,2,30,True,0.1979,0.6,0.85,True,42.6037078,-5.5631414,42.6034474,-5.5642716
174,268329783,268329787,0,Rotonda Palomera Centro,primary,43.5,2,50,True,0.0522,0.3,0.85,True,42.6037078,-5.5631414,42.6033605,-5.5632229
175,268329787,268329788,0,Rotonda Palomera Centro,primary,6.59,2,50,True,0.0079,0.3,0.85,True,42.6033605,-5.5632229,42.603323,-5.5631605
176,268329788,1141412975,0,Calle del Buen Suceso,residential,39.6,1,30,True,0.0792,0.6,0.85,True,42.603323,-5.5631605,42.603017,-5.5629273
177,268329788,268329791,0,Rotonda Palomera Centro,primary,25.73,2,50,True,0.0309,0.3,0.85,True,42.603323,-5.5631605,42.6033616,-5.5628653
178,268329791,268327578,0,Rotonda Palomera Centro,primary,12.72,2,50,True,0.0153,0.3,0.85,True,42.6033616,-5.5628653,42.6034411,-5.5627535
179,268329795,268329771,0,Rotonda Palomera Centro,primary,6.7,2,50,True,0.008,0.3,0.85,True,42.6038616,-5.5625955,42.6038971,-5.5626617
180,268329800,428064834,0,Calle González de Lama,residential,32.75,1,30,True,0.0655,0.6,0.85,True,42.6033009,-5.5652605,42.6030235,-5.565126
181,268329800,6985936375,0,Calle Monja Etheria,residential,16.67,1,30,True,0.0333,0.6,0.85,True,42.6033009,-5.5652605,42.603265,-5.5654582
182,268360652,5286931976,0,Calle Cronista Luis Pastrana,residential,59.88,2,30,True,0.1198,0.6,0.85,True,42.6105614,-5.5920778,42.6110048,-5.5924808
183,268360652,610930181,0,,primary,17.59,2,50,True,0.0211,0.3,0.85,True,42.6105614,-5.5920778,42.6104603,-5.5922262
184,268360658,380768264,0,Calle General Gutiérrez Mellado,primary,114.03,2,50,True,0.1368,0.3,0.85,True,42.6104207,-5.5922287,42.6097392,-5.5932554
