edge_id,origin_id,destination_id,key,street_name,highway_type,length_m,lanes,maxspeed_kmh,oneway,base_time_min,base_risk,surface_quality,has_coverage,origin_lat,origin_lon,destination_lat,destination_lon
3008,790034539,790034534,0,,residential,133.43,1,30,False,0.2669,0.6,0.85,True,42.5793198,-5.6038802,42.5795013,-5.6026291
3009,790034539,790034501,0,Calle Nueva,residential,49.14,1,30,False,0.0983,0.6,0.85,True,42.5793198,-5.6038802,42.5796728,-5.6042226
3010,790034539,790034544,0,Calle Nueva,residential,101.92,1,30,False,0.2038,0.6,0.85,True,42.5793198,-5.6038802,42.5798804,-5.6028955
3011,790034540,790034534,0,Calle Jano,residential,63.84,1,30,False,0.1277,0.6,0.85,True,42.579039,-5.6021668,42.5795013,-5.6026291
3012,790034541,790034520,0,Calle el Mirador,residential,126.85,1,30,False,0.2537,0.6,0.85,True,42.5835393,-5.604634,42.5824421,-5.6042192
3013,790034542,790034499,0,Calle Principal,residential,14.94,1,30,False,0.0299,0.6,0.85,True,42.5805388,-5.6032958,42.580413,-5.6032317
3014,790034542,790034475,0,Calle la Fuente,residential,49.54,1,30,False,0.0991,0.6,0.85,True,42.5805388,-5.6032958,42.5807464,-5.6027605
3015,790034542,790034521,0,Calle Principal,residential,38.08,1,30,False,0.0762,0.6,0.85,True,42.5805388,-5.6032958,42.5808144,-5.6035633
3016,790034544,790034534,0,Calle Jano,residential,47.46,1,30,False,0.0949,0.6,0.85,True,42.5798804,-5.6028955,42.5795013,-5.6026291
3017,790034544,790034507,0,Calle Nueva,residential,12.02,1,30,False,0.024,0.6,0.85,True,42.5798804,-5.6028955,42.5799384,-5.6027716
3018,790034544,790034539,0,Calle Nueva,residential,101.92,1,30,False,0.2038,0.6,0.85,True,42.5798804,-5.6028955,42.5793198,-5.6038802
3019,790034545,790034489,0,Calle el Colegio,residential,27.17,1,30,False,0.0543,0.6,0.85,True,42.5799925,-5.6036591,42.5802087,-5.6038138
3020,790034545,790034485,0,Calle Gaspar Díez,residential,53.64,1,30,False,0.1073,0.6,0.85,True,42.5799925,-5.6036591,42.580291,-5.6031444
3021,790034545,790034501,0,Calle Gaspar Díez,residential,58.31,1,30,False,0.1166,0.6,0.85,True,42.5799925,-5.6036591,42.5796728,-5.6042226
3022,790034546,790034517,0,Calle la Vid,residential,22.49,1,30,False,0.045,0.6,0.85,True,42.5798672,-5.6054633,42.5796746,-5.6053794
3023,790034546,790034503,0,Travesía la Vid,residential,36.33,1,30,False,0.0727,0.6,0.85,True,42.5798672,-5.6054633,42.5799354,-5.6050294
3024,790034546,790034560,0,Calle la Vid,residential,57.6,1,30,False,0.1152,0.6,0.85,True,42.5798672,-5.6054633,42.5802284,-5.605278
3025,790034548,790034492,0,Calle la Bolera,residential,30.92,1,30,False,0.0618,0.6,0.85,True,42.5804453,-5.6053201,42.5807194,-5.6053837
3026,790034548,790034560,0,Calle la Bolera,residential,24.36,1,30,False,0.0487,0.6,0.85,True,42.5804453,-5.6053201,42.5802284,-5.605278
3027,790034548,790034516,0,Calle la Virgen,residential,67.47,1,30,False,0.1349,0.6,0.85,True,42.5804453,-5.6053201,42.580426,-5.6044965
3028,790034548,1474005323,0,Calle la Virgen,residential,441.07,1,30,False,0.8821,0.6,0.85,True,42.5804453,-5.6053201,42.581695,-5.6094816
3029,790034549,790034507,0,Calle el Balcón,residential,79.36,1,30,False,0.1587,0.6,0.85,True,42.5803475,-5.6024446,42.5799384,-5.6027716
3030,790034549,790034475,0,Calle el Mirador,residential,53.82,1,30,False,0.1076,0.6,0.85,True,42.5803475,-5.6024446,42.5807464,-5.6027605
3031,790034549,790034488,0,Plaza la Iglesia,residential,44.2,1,30,False,0.0884,0.6,0.85,True,42.5803475,-5.6024446,42.5801699,-5.6029275
3032,790034551,790034516,0,Calle Gran Vía,residential,52.22,1,30,False,0.1044,0.6,0.85,True,42.5799664,-5.6046279,42.580426,-5.6044965
3033,790034551,790034496,0,Calle Gran Vía,residential,35.22,1,30,False,0.0704,0.6,0.85,True,42.5799664,-5.6046279,42.5796567,-5.6047183
3034,790034551,790034489,0,Calle el Colegio,residential,79.08,1,30,False,0.1582,0.6,0.85,True,42.5799664,-5.6046279,42.5802087,-5.6038138
3035,790034558,790034499,0,Plaza el Caserín,residential,17.56,1,30,False,0.0351,0.6,0.85,True,42.5803391,-5.6034212,42.580413,-5.6032317
3036,790034558,790034489,0,Plaza el Caserín,residential,35.32,1,30,False,0.0706,0.6,0.85,True,42.5803391,-5.6034212,42.5802087,-5.6038138
3037,790034558,790034509,0,Plaza el Caserín | Calle la Virgen,residential,77.97,1,30,False,0.1559,0.6,0.85,True,42.5803391,-5.6034212,42.5804459,-5.604315
3038,790034559,790034525,0,Calle Gran Vía,residential,24.95,1,30,False,0.0499,0.6,0.85,True,42.5808699,-5.6045255,42.5808651,-5.6042208
3039,790034560,790034548,0,Calle la Bolera,residential,24.36,1,30,False,0.0487,0.6,0.85,True,42.5802284,-5.605278,42.5804453,-5.6053201
3040,790034560,790034503,0,Calle la Bolera,residential,39.35,1,30,False,0.0787,0.6,0.85,True,42.5802284,-5.605278,42.5799354,-5.6050294
3041,790034560,790034546,0,Calle la Vid,residential,57.6,1,30,False,0.1152,0.6,0.85,True,42.5802284,-5.605278,42.5798672,-5.6054633
3042,790037001,790037138,0,Calle Obispo Inocencio Rodríguez,residential,3.04,1,30,False,0.0061,0.6,0.85,True,42.5745397,-5.5875999,42.5745497,-5.5875654
3043,790037001,790037018,0,Calle Millán Astray,residential,34.87,1,30,False,0.0697,0.6,0.85,True,42.5745397,-5.5875999,42.5743428,-5.5879257
3044,790037001,790037250,0,Calle Obispo Inocencio Rodríguez,residential,44.1,1,30,False,0.0882,0.6,0.85,True,42.5745397,-5.5875999,42.5747286,-5.5880384
3045,790037004,790037141,0,Calle Calvo Sotelo,residential,19.95,1,30,False,0.0399,0.6,0.85,True,42.5756238,-5.5891479,42.5754974,-5.588975
3046,790037004,6700149749,0,Calle Número Siete,residential,77.48,1,30,False,0.155,0.6,0.85,True,42.5756238,-5.5891479,42.5749693,-5.5894506
3047,790037004,790037098,0,Calle Calvo Sotelo,residential,42.29,1,30,False,0.0846,0.6,0.85,True,42.5756238,-5.5891479,42.5759966,-5.5892169
3048,790037018,790037147,0,Calle Millán Astray,residential,94.79,1,30,False,0.1896,0.6,0.85,True,42.5743428,-5.5879257,42.5735578,-5.5874929
3049,790037018,790037001,0,Calle Millán Astray,residential,34.87,1,30,False,0.0697,0.6,0.85,True,42.5743428,-5.5879257,42.5745397,-5.5875999
3050,790037018,790037206,0,Calle los Caballeros,residential,59.98,1,30,False,0.12,0.6,0.85,True,42.5743428,-5.5879257,42.5745137,-5.5884545
3051,790037022,5361751543,0,Calle la Cuesta,residential,23.74,1,30,False,0.0475,0.6,0.85,True,42.5772012,-5.5903643,42.5773111,-5.5901158
3052,790037022,790037280,0,Calle Calvo Sotelo,residential,40.44,1,30,False,0.0809,0.6,0.85,True,42.5772012,-5.5903643,42.5768778,-5.5901385
3053,790037022,790037220,0,Calle Calvo Sotelo,residential,66.89,1,30,False,0.1338,0.6,0.85,True,42.5772012,-5.5903643,42.5777166,-5.5907812
3054,790037034,790037218,0,Plaza de la Iglesia,tertiary,50.14,1,30,False,0.1003,0.5,0.85,True,42.57464,-5.5891826,42.5749533,-5.5887516
3055,790037034,790037130,0,Calle Guzmán el Bueno,tertiary,39.36,1,30,False,0.0787,0.5,0.85,True,42.57464,-5.5891826,42.5743037,-5.5890373
3056,790037034,790037238,0,Calle Guzmán el Bueno,residential,36.49,1,30,False,0.073,0.6,0.85,True,42.57464,-5.5891826,42.5749273,-5.5893956
3057,790037042,8289600963,0,Calle Fonfalicia,residential,25.23,1,30,False,0.0505,0.6,0.85,True,42.5865506,-5.6025727,42.5864097,-5.6028142
3058,790037042,790037207,0,Calle Fonfalicia,residential,194.6,1,30,False,0.3892,0.6,0.85,True,42.5865506,-5.6025727,42.5876519,-5.6007254
3059,790037042,414253050,0,Camino Praderona,residential,310.72,1,30,False,0.6214,0.6,0.85,True,42.5865506,-5.6025727,42.5855666,-5.5992495
3060,790037044,790037098,0,Calle los Potes,residential,33.05,1,30,False,0.0661,0.6,0.85,True,42.5760296,-5.5888158,42.5759966,-5.5892169
3061,790037044,790037141,0,Calle San Juan Bautista,tertiary,61.34,1,30,False,0.1227,0.5,0.85,True,42.5760296,-5.5888158,42.5754974,-5.588975
3062,790037044,290214276,0,Calle San Juan Bautista,tertiary,81.11,1,30,False,0.1622,0.5,0.85,True,42.5760296,-5.5888158,42.5767323,-5.5890724
3063,790037045,790037074,0,Calle Vista Alegre,residential,128.26,1,30,False,0.2565,0.6,0.85,True,42.5727235,-5.5884973,42.5734604,-5.5896978
3064,790037045,11397276347,0,Calle los Cercados,residential,50.78,1,30,False,0.1016,0.6,0.85,True,42.5727235,-5.5884973,42.5730288,-5.5880364
3065,790037045,790037306,0,Calle los Cercados,residential,117.67,1,30,False,0.2353,0.6,0.85,True,42.5727235,-5.5884973,42.5718064,-5.5892031
3066,790037050,790037074,0,Calle Padre Manjón,residential,231.27,1,30,False,0.4625,0.6,0.85,True,42.5725854,-5.59226,42.5734604,-5.5896978
3067,790037058,790037209,0,Calle General Aranda,residential,17.8,1,30,False,0.0356,0.6,0.85,True,42.5740635,-5.5870348,42.5739036,-5.5870253
3068,790037058,790037198,0,Calle la Cuesta,residential,41.56,1,30,False,0.0831,0.6,0.85,True,42.5740635,-5.5870348,42.5742629,-5.5866055
3069,790037058,790037138,0,Calle General Aranda,residential,69.82,1,30,False,0.1396,0.6,0.85,True,42.5740635,-5.5870348,42.5745497,-5.5875654
3070,790037060,790037224,0,Calle Vista Alegre,residential,44.67,1,30,False,0.0893,0.6,0.85,True,42.5751993,-5.5916804,42.5749113,-5.5913001
3071,790037060,5361750608,0,Calle Vista Alegre,residential,38.2,1,30,False,0.0764,0.6,0.85,True,42.5751993,-5.5916804,42.5754104,-5.5920484
3072,790037060,5361751530,0,Calle Ría de Muros,residential,136.51,1,30,False,0.273,0.6,0.85,True,42.5751993,-5.5916804,42.5740353,-5.5922041
3073,790037072,790037198,0,Calle Tendales,residential,31.76,1,30,False,0.0635,0.6,0.85,True,42.5739773,-5.5866114,42.5742629,-5.5866055
3074,790037072,790037263,0,Calle Tendales,residential,44.51,1,30,False,0.089,0.6,0.85,True,42.5739773,-5.5866114,42.5736155,-5.5863788
3075,790037072,790037113,0,Calle Tendales,residential,30.38,1,30,False,0.0608,0.6,0.85,True,42.5739773,-5.5866114,42.573771,-5.5868426
3076,790037074,790037050,0,Calle Padre Manjón,residential,231.27,1,30,False,0.4625,0.6,0.85,True,42.5734604,-5.5896978,42.5725854,-5.59226
3077,790037074,790037130,0,Calle Padre Manjón,residential,126.32,1,30,False,0.2526,0.6,0.85,True,42.5734604,-5.5896978,42.5743037,-5.5890373
3078,790037074,790037045,0,Calle Vista Alegre,residential,128.26,1,30,False,0.2565,0.6,0.85,True,42.5734604,-5.5896978,42.5727235,-5.5884973
3079,790037074,5361751527,0,Calle Vista Alegre,residential,182.46,1,30,False,0.3649,0.6,0.85,True,42.5734604,-5.5896978,42.5747197,-5.5911254
3080,790037091,790037280,0,Calle Calvo Sotelo,residential,66.41,1,30,False,0.1328,0.6,0.85,True,42.5764368,-5.5895916,42.5768778,-5.5901385
3081,790037091,290214276,0,Travesía de la Vega,residential,53.73,1,30,False,0.1075,0.6,0.85,True,42.5764368,-5.5895916,42.5767323,-5.5890724
3082,790037091,790037098,0,Calle Calvo Sotelo,residential,58.31,1,30,False,0.1166,0.6,0.85,True,42.5764368,-5.5895916,42.5759966,-5.5892169
3083,790037098,790037044,0,Calle los Potes,residential,33.05,1,30,False,0.0661,0.6,0.85,True,42.5759966,-5.5892169,42.5760296,-5.5888158
3084,790037098,790037004,0,Calle Calvo Sotelo,residential,42.29,1,30,False,0.0846,0.6,0.85,True,42.5759966,-5.5892169,42.5756238,-5.5891479
3085,790037098,790037091,0,Calle Calvo Sotelo,residential,58.31,1,30,False,0.1166,0.6,0.85,True,42.5759966,-5.5892169,42.5764368,-5.5895916
3086,790037108,790037220,0,Calle Calvo Sotelo,residential,61.31,1,30,False,0.1226,0.6,0.85,True,42.5780781,-5.5913459,42.5777166,-5.5907812
3087,790037108,790037297,0,Calle Calvo Sotelo,residential,428.74,1,30,False,0.8575,0.6,0.85,True,42.5780781,-5.5913459,42.5801868,-5.5954463
3088,790037108,790037134,0,Calle Guzmán el Bueno,residential,195.79,1,30,False,0.3916,0.6,0.85,True,42.5780781,-5.5913459,42.5766055,-5.592071
3089,790037113,790037241,0,Calle de José Antonio,residential,46.13,1,30,False,0.0923,0.6,0.85,True,42.573771,-5.5868426,42.5733939,-5.5866077
3090,790037113,790037072,0,Calle Tendales,residential,30.38,1,30,False,0.0608,0.6,0.85,True,42.573771,-5.5868426,42.5739773,-5.5866114
3091,790037113,790037209,0,Calle de José Antonio,residential,22.81,1,30,False,0.0456,0.6,0.85,True,42.573771,-5.5868426,42.5739036,-5.5870253
3092,790037128,790034526,0,Calle el Muro,residential,11.08,1,30,False,0.0222,0.6,0.85,True,42.5840385,-5.6041559,42.5839423,-5.6041912
3093,790037130,290214270,0,Calle Guzmán el Bueno,tertiary,7.97,1,30,False,0.0159,0.5,0.85,True,42.5743037,-5.5890373,42.5742396,-5.5889938
3094,790037130,790037074,0,Calle Padre Manjón,residential,126.32,1,30,False,0.2526,0.6,0.85,True,42.5743037,-5.5890373,42.5734604,-5.5896978
3095,790037130,790037034,0,Calle Guzmán el Bueno,tertiary,39.36,1,30,False,0.0787,0.5,0.85,True,42.5743037,-5.5890373,42.57464,-5.5891826
3096,790037134,790037189,0,Calle Guzmán el Bueno,residential,75.43,1,30,False,0.1509,0.6,0.85,True,42.5766055,-5.592071,42.5760872,-5.5915477
3097,790037134,790037108,0,Calle Guzmán el Bueno,residential,195.79,1,30,False,0.3916,0.6,0.85,True,42.5766055,-5.592071,42.5780781,-5.5913459
3098,790037134,5361751522,0,Calle la Era,residential,100.27,1,30,False,0.2005,0.6,0.85,True,42.5766055,-5.592071,42.5761357,-5.5931117
3099,790037134,790037280,0,Calle la Era,residential,163.17,1,30,False,0.3263,0.6,0.85,True,42.5766055,-5.592071,42.5768778,-5.5901385
3100,790037138,790037001,0,Calle Obispo Inocencio Rodríguez,residential,3.04,1,30,False,0.0061,0.6,0.85,True,42.5745497,-5.5875654,42.5745397,-5.5875999
3101,790037138,790037058,0,Calle General Aranda,residential,69.82,1,30,False,0.1396,0.6,0.85,True,42.5745497,-5.5875654,42.5740635,-5.5870348
3102,790037138,790037192,0,Calle Obispo Inocencio Rodríguez,residential,103.98,1,30,False,0.208,0.6,0.85,True,42.5745497,-5.5875654,42.5743503,-5.5864117
3103,790037140,790027841,0,,trunk,352.0,2,100,True,0.2112,0.15,0.85,True,42.5836641,-5.6002144,42.5844457,-5.6041262
3104,790037141,790037004,0,Calle Calvo Sotelo,residential,19.95,1,30,False,0.0399,0.6,0.85,True,42.5754974,-5.588975,42.5756238,-5.5891479
3105,790037141,290220318,0,Calle San Juan Bautista,tertiary,58.03,1,30,False,0.1161,0.5,0.85,True,42.5754974,-5.588975,42.5750674,-5.5885734
3106,790037141,790037044,0,Calle San Juan Bautista,tertiary,61.34,1,30,False,0.1227,0.5,0.85,True,42.5754974,-5.588975,42.5760296,-5.5888158
3107,790037147,11397276345,0,Calle Millán Astray,residential,60.62,1,30,False,0.1212,0.6,0.85,True,42.5735578,-5.5874929,42.5730673,-5.5877506
3108,790037147,790037018,0,Calle Millán Astray,residential,94.79,1,30,False,0.1896,0.6,0.85,True,42.5735578,-5.5874929,42.5743428,-5.5879257
3109,790037147,790037209,0,Calle de José Antonio,residential,55.72,1,30,False,0.1114,0.6,0.85,True,42.5735578,-5.5874929,42.5739036,-5.5870253
3110,790037189,5361750602,0,Calle Guzmán el Bueno,residential,192.12,1,30,False,0.3842,0.6,0.85,True,42.5760872,-5.5915477,42.575112,-5.5896373
3111,790037189,790037134,0,Calle Guzmán el Bueno,residential,75.43,1,30,False,0.1509,0.6,0.85,True,42.5760872,-5.5915477,42.5766055,-5.592071
3112,790037189,790037224,0,Calle Ría de Vigo,residential,154.25,1,30,False,0.3085,0.6,0.85,True,42.5760872,-5.5915477,42.5749113,-5.5913001
3113,790037192,790037198,0,Calle la Cuesta,residential,18.61,1,30,False,0.0372,0.6,0.85,True,42.5743503,-5.5864117,42.5742629,-5.5866055
3114,790037192,790043810,0,Calle Obispo Inocencio Rodríguez,residential,308.09,1,30,False,0.6162,0.6,0.85,True,42.5743503,-5.5864117,42.5760141,-5.5836176
3115,790037192,790037138,0,Calle Obispo Inocencio Rodríguez,residential,103.98,1,30,False,0.208,0.6,0.85,True,42.5743503,-5.5864117,42.5745497,-5.5875654
3116,790037196,31432048,0,,trunk_link,188.32,1,70,True,0.1614,0.25,0.85,True,42.5835297,-5.5975091,42.5840395,-5.5955523
3117,790037196,6518595887,0,Acceso Parque Tecnológico de León,residential,35.08,1,30,True,0.0702,0.6,0.85,True,42.5835297,-5.5975091,42.5837628,-5.5977735
3118,790037198,790037072,0,Calle Tendales,residential,31.76,1,30,False,0.0635,0.6,0.85,True,42.5742629,-5.5866055,42.5739773,-5.5866114
3119,790037198,790037192,0,Calle la Cuesta,residential,18.61,1,30,False,0.0372,0.6,0.85,True,42.5742629,-5.5866055,42.5743503,-5.5864117
3120,790037198,790037058,0,Calle la Cuesta,residential,41.56,1,30,False,0.0831,0.6,0.85,True,42.5742629,-5.5866055,42.5740635,-5.5870348
3121,790037206,790037250,0,Calle las Damas,residential,41.9,1,30,False,0.0838,0.6,0.85,True,42.5745137,-5.5884545,42.5747286,-5.5880384
3122,790037206,290214270,0,Calle las Damas,residential,54.55,1,30,False,0.1091,0.6,0.85,True,42.5745137,-5.5884545,42.5742396,-5.5889938
3123,790037206,790037018,0,Calle los Caballeros,residential,59.98,1,30,False,0.12,0.6,0.85,True,42.5745137,-5.5884545,42.5743428,-5.5879257
3124,790037207,4518921812,0,Avenida Agustinos de León,tertiary,5.34,1,30,False,0.0107,0.5,0.85,True,42.5876519,-5.6007254,42.5876121,-5.600689
3125,790037207,11280436140,0,Avenida Agustinos de León,tertiary,2.57,1,30,False,0.0051,0.5,0.85,True,42.5876519,-5.6007254,42.5876715,-5.600742
3126,790037207,790037042,0,Calle Fonfalicia,residential,194.6,1,30,False,0.3892,0.6,0.85,True,42.5876519,-5.6007254,42.5865506,-5.6025727
3127,790037209,790037058,0,Calle General Aranda,residential,17.8,1,30,False,0.0356,0.6,0.85,True,42.5739036,-5.5870253,42.5740635,-5.5870348
3128,790037209,790037113,0,Calle de José Antonio,residential,22.81,1,30,False,0.0456,0.6,0.85,True,42.5739036,-5.5870253,42.573771,-5.5868426
3129,790037209,790037147,0,Calle de José Antonio,residential,55.72,1,30,False,0.1114,0.6,0.85,True,42.5739036,-5.5870253,42.5735578,-5.5874929
3130,790037218,290220318,0,Plaza de la Iglesia,tertiary,19.34,1,30,False,0.0387,0.5,0.85,True,42.5749533,-5.5887516,42.5750674,-5.5885734
3131,790037218,790037238,0,Plaza de la Iglesia,residential,56.12,1,30,False,0.1122,0.6,0.85,True,42.5749533,-5.5887516,42.5749273,-5.5893956
3132,790037218,790037034,0,Plaza de la Iglesia,tertiary,50.14,1,30,False,0.1003,0.5,0.85,True,42.5749533,-5.5887516,42.57464,-5.5891826
3133,790037220,790037022,0,Calle Calvo Sotelo,residential,66.89,1,30,False,0.1338,0.6,0.85,True,42.5777166,-5.5907812,42.5772012,-5.5903643
3134,790037220,790037108,0,Calle Calvo Sotelo,residential,61.31,1,30,False,0.1226,0.6,0.85,True,42.5777166,-5.5907812,42.5780781,-5.5913459
3135,790037220,790037288,0,Calle las Fuentes,residential,136.0,1,30,False,0.272,0.6,0.85,True,42.5777166,-5.5907812,42.577278,-5.5895179
3136,790037222,414253050,0,Avenida Agustinos de León,tertiary,146.03,1,30,False,0.2921,0.5,0.85,True,42.584441,-5.59834,42.5855666,-5.5992495
3137,790037222,6518595859,0,Avenida Agustinos de León,tertiary,14.6,1,30,True,0.0292,0.5,0.85,True,42.584441,-5.59834,42.5843226,-5.598263
3138,790037224,5361751527,0,Calle Vista Alegre,residential,25.66,1,30,False,0.0513,0.6,0.85,True,42.5749113,-5.5913001,42.5747197,-5.5911254
3139,790037224,790037060,0,Calle Vista Alegre,residential,44.67,1,30,False,0.0893,0.6,0.85,True,42.5749113,-5.5913001,42.5751993,-5.5916804
3140,790037224,790037189,0,Calle Ría de Vigo,residential,154.25,1,30,False,0.3085,0.6,0.85,True,42.5749113,-5.5913001,42.5760872,-5.5915477
3141,790037228,790037196,0,,trunk_link,8.27,1,70,True,0.0071,0.25,0.85,True,42.5834626,-5.5974655,42.5835297,-5.5975091
3142,790037228,790037234,0,Acceso Parque Tecnológico de León,residential,385.41,1,30,False,0.7708,0.6,0.85,True,42.5834626,-5.5974655,42.5803016,-5.5956334
3143,790037232,11397276345,0,Calle Bandonilla,residential,7.32,1,30,False,0.0146,0.6,0.85,True,42.573109,-5.5878198,42.5730673,-5.5877506
3144,790037232,4398103555,0,,tertiary,15.54,1,30,True,0.0311,0.5,0.85,True,42.573109,-5.5878198,42.5731583,-5.5879791
3145,790037234,790037228,0,Acceso Parque Tecnológico de León,residential,385.41,1,30,False,0.7708,0.6,0.85,True,42.5803016,-5.5956334,42.5834626,-5.5974655
3146,790037234,790037297,0,,residential,67.51,1,30,True,0.135,0.6,0.85,True,42.5803016,-5.5956334,42.5801868,-5.5954463
3147,790037238,6700149749,0,Calle Guzmán el Bueno,residential,6.49,1,30,False,0.013,0.6,0.85,True,42.5749273,-5.5893956,42.5749693,-5.5894506
3148,790037238,790037218,0,Plaza de la Iglesia,residential,56.12,1,30,False,0.1122,0.6,0.85,True,42.5749273,-5.5893956,42.5749533,-5.5887516
3149,790037238,5361750605,0,Calle la Rodera,residential,92.95,1,30,False,0.1859,0.6,0.85,True,42.5749273,-5.5893956,42.5743731,-5.5895405
3150,790037238,790037034,0,Calle Guzmán el Bueno,residential,36.49,1,30,False,0.073,0.6,0.85,True,42.5749273,-5.5893956,42.57464,-5.5891826
3151,790037241,790037113,0,Calle de José Antonio,residential,46.13,1,30,False,0.0923,0.6,0.85,True,42.5733939,-5.5866077,42.573771,-5.5868426
3152,790037250,790037206,0,Calle las Damas,residential,41.9,1,30,False,0.0838,0.6,0.85,True,42.5747286,-5.5880384,42.5745137,-5.5884545
3153,790037250,790037001,0,Calle Obispo Inocencio Rodríguez,residential,44.1,1,30,False,0.0882,0.6,0.85,True,42.5747286,-5.5880384,42.5745397,-5.5875999
3154,790037250,290220318,0,Calle Obispo Inocencio Rodríguez,residential,57.78,1,30,False,0.1156,0.6,0.85,True,42.5747286,-5.5880384,42.5750674,-5.5885734
3155,790037263,790037072,0,Calle Tendales,residential,44.51,1,30,False,0.089,0.6,0.85,True,42.5736155,-5.5863788,42.5739773,-5.5866114
3156,790037280,790037091,0,Calle Calvo Sotelo,residential,66.41,1,30,False,0.1328,0.6,0.85,True,42.5768778,-5.5901385,42.5764368,-5.5895916
3157,790037280,790037022,0,Calle Calvo Sotelo,residential,40.44,1,30,False,0.0809,0.6,0.85,True,42.5768778,-5.5901385,42.5772012,-5.5903643
3158,790037280,790037134,0,Calle la Era,residential,163.17,1,30,False,0.3263,0.6,0.85,True,42.5768778,-5.5901385,42.5766055,-5.592071
3159,790037288,790037220,0,Calle las Fuentes,residential,136.0,1,30,False,0.272,0.6,0.85,True,42.577278,-5.5895179,42.5777166,-5.5907812
3160,790037288,290214276,0,Calle San Juan Bosco | Calle San Juan Bautista,tertiary,72.4,1,30,False,0.1448,0.5,0.85,True,42.577278,-5.5895179,42.5767323,-5.5890724
3161,790037288,2702419528,0,Calle San Juan Bosco,tertiary,194.16,1,30,False,0.3883,0.5,0.85,True,42.577278,-5.5895179,42.5787422,-5.5883283
3162,790037297,790037108,0,Calle Calvo Sotelo,residential,428.74,1,30,False,0.8575,0.6,0.85,True,42.5801868,-5.5954463,42.5780781,-5.5913459
3163,790037297,790037234,0,,residential,21.9,1,30,True,0.0438,0.6,0.85,True,42.5801868,-5.5954463,42.5803016,-5.5956334
3164,790037306,790037045,0,Calle los Cercados,residential,117.67,1,30,False,0.2353,0.6,0.85,True,42.5718064,-5.5892031,42.5727235,-5.5884973
3165,790043810,48515634,0,Calle Obispo Inocencio Rodríguez,residential,26.5,1,30,True,0.053,0.6,0.85,True,42.5760141,-5.5836176,42.5760913,-5.5833114
3166,790043810,790037192,0,Calle Obispo Inocencio Rodríguez,residential,308.09,1,30,False,0.6162,0.6,0.85,True,42.5760141,-5.5836176,42.5743503,-5.5864117
3167,790043824,607011617,0,Calle María Inmaculada,residential,45.04,1,30,False,0.0901,0.6,0.85,True,42.5842152,-5.585476,42.5845878,-5.5856916
3168,790043824,607011614,0,Calle María Inmaculada,residential,240.46,1,30,False,0.4809,0.6,0.85,True,42.5842152,-5.585476,42.5822297,-5.5843123
3169,790045591,790045676,0,Plaza del Maestro,residential,48.62,1,30,False,0.0972,0.6,0.85,True,42.5796984,-5.5534669,42.5798371,-5.5529038
3170,790045591,595695621,0,Plaza del Maestro,residential,55.52,1,30,False,0.111,0.6,0.85,True,42.5796984,-5.5534669,42.5795401,-5.55411
3171,790045592,790045622,0,Calle Progreso,residential,29.52,1,30,False,0.059,0.6,0.85,True,42.5841683,-5.5507711,42.5839037,-5.5508012
3172,790045593,790045662,0,Calle de Jacinto Barrio Aller,residential,71.56,1,30,False,0.1431,0.6,0.85,True,42.5852747,-5.5513599,42.5846378,-5.5514849
3173,790045594,790045599,0,Calle Huerta del Rey,residential,48.84,1,30,False,0.0977,0.6,0.85,True,42.5805578,-5.5490938,42.5809959,-5.5491357
3174,790045595,381205262,0,Calle de Jacinto Barrio Aller,residential,38.23,1,30,True,0.0765,0.6,0.85,True,42.584409,-5.5515147,42.5840692,-5.5515787
3175,790045595,381205266,0,,residential,17.55,1,30,True,0.0351,0.6,0.85,True,42.584409,-5.5515147,42.5843249,-5.55136
3176,790045599,790045649,0,Calle Orión,residential,69.65,1,30,False,0.1393,0.6,0.85,True,42.5809959,-5.5491357,42.5810755,-5.5482919
3177,790045599,790045594,0,Calle Huerta del Rey,residential,48.84,1,30,False,0.0977,0.6,0.85,True,42.5809959,-5.5491357,42.5805578,-5.5490938
3178,790045599,790045604,0,Calle Huerta del Rey,residential,78.33,1,30,False,0.1567,0.6,0.85,True,42.5809959,-5.5491357,42.5816967,-5.5492202
3179,790045600,790045662,0,Calle de Jacinto Barrio Aller,residential,14.96,1,30,True,0.0299,0.6,0.85,True,42.5845165,-5.551406,42.5846378,-5.5514849
3180,790045600,790045641,0,,residential,11.79,1,30,True,0.0236,0.6,0.85,True,42.5845165,-5.551406,42.5844501,-5.5515094
3181,790045602,790045609,0,Calle Vázquez de Acuña,residential,17.4,1,30,False,0.0348,0.6,0.85,True,42.5815824,-5.5511717,42.5817091,-5.551047
3182,790045602,790045668,0,Calle Panderruedas,residential,39.82,1,30,False,0.0796,0.6,0.85,True,42.5815824,-5.5511717,42.5816877,-5.5516365
3183,790045602,790045656,0,Calle Vázquez de Acuña,residential,44.16,1,30,False,0.0883,0.6,0.85,True,42.5815824,-5.5511717,42.5811936,-5.5511838
3184,790045603,790045600,0,,residential,4.3,1,30,True,0.0086,0.6,0.85,True,42.5845154,-5.5513538,42.5845165,-5.551406
3185,790045604,945472473,0,Calle Simón Arias,residential,53.23,1,30,False,0.1065,0.6,0.85,True,42.5816967,-5.5492202,42.5815456,-5.5498371
3186,790045604,945472440,0,Calle Simón Arias,residential,55.07,1,30,False,0.1101,0.6,0.85,True,42.5816967,-5.5492202,42.5816635,-5.5485491
